domain,endpoint,cab_mode,features,claim_strength,N,endpoint_positive_N,unsupported_reuse_rate,absolute_reduction_vs_ClinVar_pp,relative_reduction_vs_ClinVar_percent,overrestriction_rate,direct_use_allowed_rate,true_portable_allowed_rate,false_restriction_rate,direct_use_precision,direct_use_recall,nonportability_recall,portability_specificity,F1_nonportability,balanced_accuracy,Brier_like_routing_loss
hereditary_cancer,any_meaning_drift,portability-score-only,baseline portability score threshold only,comparator,20865,7970,0.2815240833932422,10.045530793194343,26.298619824341284,0.1394200814761562,0.7601246105919003,0.7744086855370299,0.2255913144629701,0.6296343001261034,0.7744086855370299,0.2629861982434128,0.7744086855370299,0.3230828516377649,0.5186974418902214,0.4209441648693985
hereditary_cancer,any_meaning_drift,failure-topology-only,baseline failure/regime topology only,comparator,20865,7970,0.0599089384136113,32.207045291157435,84.31618569636134,0.4812365204888569,0.1966930265995686,0.2213260953858084,0.7786739046141915,0.6954191033138402,0.2213260953858084,0.8431618569636136,0.2213260953858084,0.5434474950467025,0.532243976174711,0.5411454589024682
hereditary_cancer,any_meaning_drift,CAB-Strict,gene + baseline disease-model regime,high_stringency_temporal_frontier_mode,20865,7970,0.0152408339324227,36.6738557392763,96.01003764115433,0.5891205367840882,0.0441409058231488,0.0467623109732454,0.9532376890267544,0.6547231270358306,0.0467623109732454,0.9601003764115432,0.0467623109732454,0.5482553557354731,0.5034313436923944,0.6043613707165109
hereditary_cancer,any_meaning_drift,CAB-Balanced,full CAB routing configuration,balanced_routing_mode,20865,7970,0.0995446920680565,28.243469925712915,73.93977415307403,0.4157201054397316,0.3018451953031392,0.3273361768127181,0.6726638231872819,0.6702127659574468,0.3273361768127181,0.7393977415307402,0.3273361768127181,0.5229622398722102,0.5333669591717292,0.5152647975077882
inherited_arrhythmia,any_meaning_drift,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,942,365,0.3874734607218684,0.0,0.0,0.0,1.0,1.0,0.0,0.6125265392781316,1.0,0.0,1.0,,0.5,0.3874734607218684
inherited_arrhythmia,any_meaning_drift,metadata-only,baseline review/status/submitter metadata only,comparator,942,365,0.3874734607218684,0.0,0.0,0.0,1.0,1.0,0.0,0.6125265392781316,1.0,0.0,1.0,,0.5,0.3874734607218684
inherited_arrhythmia,any_meaning_drift,gene-only,gene identity only,comparator,942,365,0.1740976645435244,21.3375796178344,55.06849315068494,0.1104033970276008,0.6762208067940552,0.8197573656845754,0.1802426343154246,0.7425431711145997,0.8197573656845754,0.5506849315068493,0.8197573656845754,0.6000000000000001,0.6852211485957123,0.2845010615711252
inherited_arrhythmia,any_meaning_drift,regime-only,baseline disease-model regime only,comparator,942,365,0.3874734607218684,0.0,0.0,0.0,1.0,1.0,0.0,0.6125265392781316,1.0,0.0,1.0,,0.5,0.3874734607218684
inherited_arrhythmia,any_meaning_drift,portability-score-only,baseline portability score threshold only,comparator,942,365,0.0212314225053078,36.62420382165605,94.52054794520548,0.2123142250530785,0.4214437367303609,0.6533795493934142,0.3466204506065858,0.9496221662468514,0.6533795493934142,0.9452054794520548,0.6533795493934142,0.7582417582417583,0.7992925144227345,0.2335456475583864
inherited_arrhythmia,any_meaning_drift,failure-topology-only,baseline failure/regime topology only,comparator,942,365,0.3874734607218684,0.0,0.0,0.0,1.0,1.0,0.0,0.6125265392781316,1.0,0.0,1.0,,0.5,0.3874734607218684
inherited_arrhythmia,any_meaning_drift,CAB-Strict,gene + baseline disease-model regime,high_stringency_temporal_frontier_mode,942,365,0.1740976645435244,21.3375796178344,55.06849315068494,0.1104033970276008,0.6762208067940552,0.8197573656845754,0.1802426343154246,0.7425431711145997,0.8197573656845754,0.5506849315068493,0.8197573656845754,0.6000000000000001,0.6852211485957123,0.2845010615711252
inherited_arrhythmia,any_meaning_drift,CAB-Balanced,full CAB routing configuration,balanced_routing_mode,942,365,0.0212314225053078,36.62420382165605,94.52054794520548,0.2123142250530785,0.4214437367303609,0.6533795493934142,0.3466204506065858,0.9496221662468514,0.6533795493934142,0.9452054794520548,0.6533795493934142,0.7582417582417583,0.7992925144227345,0.2335456475583864
all_domains,semantic_drift_without_reclassification,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,26725,9868,0.3692422825070159,0.0,0.0,0.0,1.0,1.0,0.0,0.6307577174929841,1.0,0.0,1.0,,0.5,0.3692422825070159
all_domains,semantic_drift_without_reclassification,metadata-only,baseline review/status/submitter metadata only,comparator,26725,9868,0.3692422825070159,0.0,0.0,0.0,1.0,1.0,0.0,0.6307577174929841,1.0,0.0,1.0,,0.5,0.3692422825070159
all_domains,semantic_drift_without_reclassification,gene-only,gene identity only,comparator,26725,9868,0.0759214218896164,29.332086061739943,79.43858937981354,0.4768942937324602,0.2297848456501403,0.2439342706294121,0.7560657293705879,0.6695977853769745,0.2439342706294121,0.7943858937981354,0.2439342706294121,0.5148430316563772,0.5191600822137737,0.5528157156220767
all_domains,semantic_drift_without_reclassification,regime-only,baseline disease-model regime only,comparator,26725,9868,0.0608044901777362,30.84377923292797,83.53263072557763,0.4801496725912067,0.2114125350795135,0.2387732099424571,0.7612267900575429,0.7123893805309734,0.2387732099424571,0.8353263072557763,0.2387732099424571,0.5327860905535985,0.5370497585991167,0.5409541627689429
all_domains,semantic_drift_without_reclassification,portability-score-only,baseline portability score threshold only,comparator,26725,9868,0.2510383536014967,11.820392890551917,32.01256586947709,0.16377923292797,0.7180168381665107,0.7403452571631963,0.2596547428368037,0.6503726093074157,0.7403452571631963,0.320125658694771,0.7403452571631963,0.3630199954033555,0.5302354579289836,0.4148175865294667
all_domains,semantic_drift_without_reclassification,failure-topology-only,baseline failure/regime topology only,comparator,26725,9868,0.0608044901777362,30.84377923292797,83.53263072557763,0.4801496725912067,0.2114125350795135,0.2387732099424571,0.7612267900575429,0.7123893805309734,0.2387732099424571,0.8353263072557763,0.2387732099424571,0.5327860905535985,0.5370497585991167,0.5409541627689429
all_domains,semantic_drift_without_reclassification,CAB-Strict,gene + baseline disease-model regime,comparator,26725,9868,0.0241721234798877,34.507015902712816,93.4535873530604,0.5740318054256315,0.0808980355472404,0.0899329655336062,0.9100670344663938,0.7012025901942646,0.0899329655336062,0.934535873530604,0.0899329655336062,0.5356800557637013,0.5122344195321051,0.5982039289055192
all_domains,semantic_drift_without_reclassification,CAB-Balanced,full CAB routing configuration,balanced_routing_mode,26725,9868,0.0745743685687558,29.466791393826007,79.80340494527766,0.4322170252572497,0.2731150608044901,0.3147653793676218,0.6852346206323783,0.7269488971091931,0.3147653793676218,0.7980340494527767,0.3147653793676218,0.5376527616576774,0.5563997144101992,0.5067913938260056
cardiomyopathy,semantic_drift_without_reclassification,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,4918,1901,0.3865392435949573,0.0,0.0,0.0,1.0,1.0,0.0,0.6134607564050427,1.0,0.0,1.0,,0.5,0.3865392435949573
cardiomyopathy,semantic_drift_without_reclassification,metadata-only,baseline review/status/submitter metadata only,comparator,4918,1901,0.3865392435949573,0.0,0.0,0.0,1.0,1.0,0.0,0.6134607564050427,1.0,0.0,1.0,,0.5,0.3865392435949573
cardiomyopathy,semantic_drift_without_reclassification,gene-only,gene identity only,comparator,4918,1901,0.3001220008133387,8.641724278161856,22.35665439242504,0.0530703538023586,0.8605124034160228,0.9134902220749088,0.0865097779250911,0.6512287334593573,0.9134902220749088,0.2235665439242504,0.9134902220749088,0.3285659064553536,0.5685283829995796,0.3531923546156974
cardiomyopathy,semantic_drift_without_reclassification,regime-only,baseline disease-model regime only,comparator,4918,1901,0.0392435949572997,34.72956486376575,89.84744871120462,0.5298901992679951,0.1228141520943472,0.1362280411004308,0.8637719588995691,0.6804635761589404,0.1362280411004308,0.8984744871120462,0.1362280411004308,0.5496379726468222,0.5173512641062386,0.5691337942252949
cardiomyopathy,semantic_drift_without_reclassification,portability-score-only,baseline portability score threshold only,comparator,4918,1901,0.2344448962993086,15.20943472956486,39.34771173066806,0.2517283448556324,0.596177307848719,0.5896586012595293,0.4103413987404706,0.6067530695770805,0.5896586012595293,0.3934771173066806,0.5896586012595293,0.3848726524311808,0.491567859283105,0.486173241154941
cardiomyopathy,semantic_drift_without_reclassification,failure-topology-only,baseline failure/regime topology only,comparator,4918,1901,0.0392435949572997,34.72956486376575,89.84744871120462,0.5298901992679951,0.1228141520943472,0.1362280411004308,0.8637719588995691,0.6804635761589404,0.1362280411004308,0.8984744871120462,0.1362280411004308,0.5496379726468222,0.5173512641062386,0.5691337942252949
cardiomyopathy,semantic_drift_without_reclassification,CAB-Strict,gene + baseline disease-model regime,comparator,4918,1901,0.0392435949572997,34.72956486376575,89.84744871120462,0.5298901992679951,0.1228141520943472,0.1362280411004308,0.8637719588995691,0.6804635761589404,0.1362280411004308,0.8984744871120462,0.1362280411004308,0.5496379726468222,0.5173512641062386,0.5691337942252949
cardiomyopathy,semantic_drift_without_reclassification,CAB-Balanced,full CAB routing configuration,balanced_routing_mode,4918,1901,0.0392435949572997,34.72956486376575,89.84744871120462,0.5298901992679951,0.1228141520943472,0.1362280411004308,0.8637719588995691,0.6804635761589404,0.1362280411004308,0.8984744871120462,0.1362280411004308,0.5496379726468222,0.5173512641062386,0.5691337942252949
hereditary_cancer,semantic_drift_without_reclassification,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,20865,7602,0.3643421998562186,0.0,0.0,0.0,1.0,1.0,0.0,0.6356578001437815,1.0,0.0,1.0,,0.5,0.3643421998562186
hereditary_cancer,semantic_drift_without_reclassification,metadata-only,baseline review/status/submitter metadata only,comparator,20865,7602,0.3643421998562186,0.0,0.0,0.0,1.0,1.0,0.0,0.6356578001437815,1.0,0.0,1.0,,0.5,0.3643421998562186
hereditary_cancer,semantic_drift_without_reclassification,gene-only,gene identity only,comparator,20865,7602,0.0186436616343158,34.569853822190275,94.88292554590898,0.5933381260484064,0.0609633357296908,0.0665761893990801,0.9334238106009198,0.6941823899371069,0.0665761893990801,0.9488292554590896,0.0665761893990801,0.5304651590365875,0.5077027224290849,0.6119817876827223
hereditary_cancer,semantic_drift_without_reclassification,regime-only,baseline disease-model regime only,comparator,20865,7602,0.0511382698298586,31.320393002635992,85.9642199421205,0.4901030433740714,0.1966930265995686,0.2289828847168815,0.7710171152831184,0.740009746588694,0.2289828847168815,0.8596421994212049,0.2289828847168815,0.5364692361367648,0.5443125420690432,0.54124131320393
hereditary_cancer,semantic_drift_without_reclassification,portability-score-only,baseline portability score threshold only,comparator,20865,7602,0.2653247064462017,9.90174934100168,27.17705866877138,0.1408578959980829,0.7601246105919003,0.7784060921360175,0.2215939078639825,0.6509457755359395,0.7784060921360175,0.2717705866877137,0.7784060921360175,0.3277544221464266,0.5250883394118656,0.4061826024442846
hereditary_cancer,semantic_drift_without_reclassification,failure-topology-only,baseline failure/regime topology only,comparator,20865,7602,0.0511382698298586,31.320393002635992,85.9642199421205,0.4901030433740714,0.1966930265995686,0.2289828847168815,0.7710171152831184,0.740009746588694,0.2289828847168815,0.8596421994212049,0.2289828847168815,0.5364692361367648,0.5443125420690432,0.54124131320393
hereditary_cancer,semantic_drift_without_reclassification,CAB-Strict,gene + baseline disease-model regime,comparator,20865,7602,0.0138509465612269,35.04912532949916,96.19836885030256,0.6053678408818596,0.0441409058231488,0.0476513609288999,0.9523486390711,0.6862106406080347,0.0476513609288999,0.9619836885030256,0.0476513609288999,0.530966383503957,0.5048175247159628,0.6192187874430866
hereditary_cancer,semantic_drift_without_reclassification,CAB-Balanced,full CAB routing configuration,balanced_routing_mode,20865,7602,0.0853103283009825,27.903187155523607,76.58510918179427,0.4191229331416247,0.3018451953031392,0.3406469124632436,0.6593530875367564,0.7173705938393141,0.3406469124632436,0.7658510918179426,0.3406469124632436,0.5252379448779828,0.5532490021405931,0.5044332614426073
inherited_arrhythmia,semantic_drift_without_reclassification,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,942,365,0.3874734607218684,0.0,0.0,0.0,1.0,1.0,0.0,0.6125265392781316,1.0,0.0,1.0,,0.5,0.3874734607218684
inherited_arrhythmia,semantic_drift_without_reclassification,metadata-only,baseline review/status/submitter metadata only,comparator,942,365,0.3874734607218684,0.0,0.0,0.0,1.0,1.0,0.0,0.6125265392781316,1.0,0.0,1.0,,0.5,0.3874734607218684
inherited_arrhythmia,semantic_drift_without_reclassification,gene-only,gene identity only,comparator,942,365,0.1740976645435244,21.3375796178344,55.06849315068494,0.1104033970276008,0.6762208067940552,0.8197573656845754,0.1802426343154246,0.7425431711145997,0.8197573656845754,0.5506849315068493,0.8197573656845754,0.6000000000000001,0.6852211485957123,0.2845010615711252
inherited_arrhythmia,semantic_drift_without_reclassification,regime-only,baseline disease-model regime only,comparator,942,365,0.3874734607218684,0.0,0.0,0.0,1.0,1.0,0.0,0.6125265392781316,1.0,0.0,1.0,,0.5,0.3874734607218684
inherited_arrhythmia,semantic_drift_without_reclassification,portability-score-only,baseline portability score threshold only,comparator,942,365,0.0212314225053078,36.62420382165605,94.52054794520548,0.2123142250530785,0.4214437367303609,0.6533795493934142,0.3466204506065858,0.9496221662468514,0.6533795493934142,0.9452054794520548,0.6533795493934142,0.7582417582417583,0.7992925144227345,0.2335456475583864
inherited_arrhythmia,semantic_drift_without_reclassification,failure-topology-only,baseline failure/regime topology only,comparator,942,365,0.3874734607218684,0.0,0.0,0.0,1.0,1.0,0.0,0.6125265392781316,1.0,0.0,1.0,,0.5,0.3874734607218684
inherited_arrhythmia,semantic_drift_without_reclassification,CAB-Strict,gene + baseline disease-model regime,comparator,942,365,0.1740976645435244,21.3375796178344,55.06849315068494,0.1104033970276008,0.6762208067940552,0.8197573656845754,0.1802426343154246,0.7425431711145997,0.8197573656845754,0.5506849315068493,0.8197573656845754,0.6000000000000001,0.6852211485957123,0.2845010615711252
inherited_arrhythmia,semantic_drift_without_reclassification,CAB-Balanced,full CAB routing configuration,balanced_routing_mode,942,365,0.0212314225053078,36.62420382165605,94.52054794520548,0.2123142250530785,0.4214437367303609,0.6533795493934142,0.3466204506065858,0.9496221662468514,0.6533795493934142,0.9452054794520548,0.6533795493934142,0.7582417582417583,0.7992925144227345,0.2335456475583864
all_domains,conservative_composite_routing,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,26725,22900,0.8568755846585594,0.0,0.0,0.0,1.0,1.0,0.0,0.1431244153414406,1.0,0.0,1.0,,0.5,0.8568755846585594
all_domains,conservative_composite_routing,metadata-only,baseline review/status/submitter metadata only,comparator,26725,22900,0.8568755846585594,0.0,0.0,0.0,1.0,1.0,0.0,0.1431244153414406,1.0,0.0,1.0,,0.5,0.8568755846585594
all_domains,conservative_composite_routing,gene-only,gene identity only,comparator,26725,22900,0.1771749298409728,67.97006548175865,79.3231441048035,0.0905144995322731,0.2297848456501403,0.3675816993464052,0.6324183006535947,0.2289529392607067,0.3675816993464052,0.7932314410480349,0.3675816993464052,0.8354797166773986,0.5804065701972201,0.267689429373246
all_domains,conservative_composite_routing,regime-only,baseline disease-model regime only,comparator,26725,22900,0.0682881197380729,78.85874649204865,92.03056768558952,0.0,0.2114125350795135,1.0,0.0,0.6769911504424779,1.0,0.9203056768558951,1.0,0.9584991472427516,0.9601528384279476,0.0682881197380729
all_domains,conservative_composite_routing,portability-score-only,baseline portability score threshold only,comparator,26725,22900,0.5748924228250701,28.19831618334893,32.90829694323144,0.0,0.7180168381665107,1.0,0.0,0.1993329511699411,1.0,0.3290829694323144,1.0,0.4952030490208963,0.6645414847161573,0.5748924228250701
all_domains,conservative_composite_routing,failure-topology-only,baseline failure/regime topology only,comparator,26725,22900,0.0682881197380729,78.85874649204865,92.03056768558952,0.0,0.2114125350795135,1.0,0.0,0.6769911504424779,1.0,0.9203056768558951,1.0,0.9584991472427516,0.9601528384279476,0.0682881197380729
all_domains,conservative_composite_routing,CAB-Strict,gene + baseline disease-model regime,comparator,26725,22900,0.0282881197380729,82.85874649204864,96.69868995633188,0.0905144995322731,0.0808980355472404,0.3675816993464052,0.6324183006535947,0.6503237742830712,0.3675816993464052,0.9669868995633188,0.3675816993464052,0.933105787666182,0.667284299454862,0.1188026192703461
all_domains,conservative_composite_routing,CAB-Balanced,full CAB routing configuration,balanced_operational_stress_test_mode,26725,22900,0.1299906454630496,72.68849391955098,84.8296943231441,0.0,0.2731150608044901,1.0,0.0,0.5240443896424167,1.0,0.848296943231441,1.0,0.9179227897746066,0.9241484716157204,0.1299906454630496
cardiomyopathy,conservative_composite_routing,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,4918,4507,0.9164294428629524,0.0,0.0,0.0,1.0,1.0,0.0,0.0835705571370475,1.0,0.0,1.0,,0.5,0.9164294428629524
cardiomyopathy,conservative_composite_routing,metadata-only,baseline review/status/submitter metadata only,comparator,4918,4507,0.9164294428629524,0.0,0.0,0.0,1.0,1.0,0.0,0.0835705571370475,1.0,0.0,1.0,,0.5,0.9164294428629524
cardiomyopathy,conservative_composite_routing,gene-only,gene identity only,comparator,4918,4507,0.7769418462789752,13.948759658397725,15.22076769469714,0.0,0.8605124034160228,1.0,0.0,0.097117202268431,1.0,0.1522076769469713,1.0,0.2642018101290198,0.5761038384734857,0.7769418462789752
cardiomyopathy,conservative_composite_routing,regime-only,baseline disease-model regime only,comparator,4918,4507,0.0392435949572997,87.71858479056527,95.71777235411582,0.0,0.1228141520943472,1.0,0.0,0.6804635761589404,1.0,0.9571777235411582,1.0,0.9781203945130936,0.9785888617705792,0.0392435949572997
cardiomyopathy,conservative_composite_routing,portability-score-only,baseline portability score threshold only,comparator,4918,4507,0.5126067507116714,40.382269215128105,44.06478810738852,0.0,0.596177307848719,1.0,0.0,0.1401773533424283,1.0,0.4406478810738851,1.0,0.6117357153858001,0.7203239405369426,0.5126067507116714
cardiomyopathy,conservative_composite_routing,failure-topology-only,baseline failure/regime topology only,comparator,4918,4507,0.0392435949572997,87.71858479056527,95.71777235411582,0.0,0.1228141520943472,1.0,0.0,0.6804635761589404,1.0,0.9571777235411582,1.0,0.9781203945130936,0.9785888617705792,0.0392435949572997
cardiomyopathy,conservative_composite_routing,CAB-Strict,gene + baseline disease-model regime,comparator,4918,4507,0.0392435949572997,87.71858479056527,95.71777235411582,0.0,0.1228141520943472,1.0,0.0,0.6804635761589404,1.0,0.9571777235411582,1.0,0.9781203945130936,0.9785888617705792,0.0392435949572997
cardiomyopathy,conservative_composite_routing,CAB-Balanced,full CAB routing configuration,balanced_operational_stress_test_mode,4918,4507,0.0392435949572997,87.71858479056527,95.71777235411582,0.0,0.1228141520943472,1.0,0.0,0.6804635761589404,1.0,0.9571777235411582,1.0,0.9781203945130936,0.9785888617705792,0.0392435949572997
hereditary_cancer,conservative_composite_routing,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,20865,17828,0.8544452432302899,0.0,0.0,0.0,1.0,1.0,0.0,0.14555475676971,1.0,0.0,1.0,,0.5,0.8544452432302899
hereditary_cancer,conservative_composite_routing,metadata-only,baseline review/status/submitter metadata only,comparator,20865,17828,0.8544452432302899,0.0,0.0,0.0,1.0,1.0,0.0,0.14555475676971,1.0,0.0,1.0,,0.5,0.8544452432302899
hereditary_cancer,conservative_composite_routing,gene-only,gene identity only,comparator,20865,17828,0.0306733764677689,82.3771866762521,96.41014135068431,0.1152647975077881,0.0609633357296908,0.2081000987816924,0.7918999012183076,0.4968553459119497,0.2081000987816924,0.9641014135068432,0.2081000987816924,0.9186285775366771,0.5861007561442678,0.1459381739755571
hereditary_cancer,conservative_composite_routing,regime-only,baseline disease-model regime only,comparator,20865,17828,0.0511382698298586,80.33069734004313,94.015032533094,0.0,0.1966930265995686,1.0,0.0,0.740009746588694,1.0,0.94015032533094,1.0,0.9691520425568824,0.97007516266547,0.0511382698298586
hereditary_cancer,conservative_composite_routing,portability-score-only,baseline portability score threshold only,comparator,20865,17828,0.6145698538221903,23.98753894080996,28.073816468476547,0.0,0.7601246105919003,1.0,0.0,0.1914880201765447,1.0,0.2807381646847655,1.0,0.4384005605921254,0.6403690823423828,0.6145698538221903
hereditary_cancer,conservative_composite_routing,failure-topology-only,baseline failure/regime topology only,comparator,20865,17828,0.0511382698298586,80.33069734004313,94.015032533094,0.0,0.1966930265995686,1.0,0.0,0.740009746588694,1.0,0.94015032533094,1.0,0.9691520425568824,0.97007516266547,0.0511382698298586
hereditary_cancer,conservative_composite_routing,CAB-Strict,gene + baseline disease-model regime,comparator,20865,17828,0.0138509465612269,84.0594296669063,98.37895445366836,0.1152647975077881,0.0441409058231488,0.2081000987816924,0.7918999012183076,0.6862106406080347,0.2081000987816924,0.983789544536684,0.2081000987816924,0.9286773271206186,0.5959448216591882,0.1291157440690151
hereditary_cancer,conservative_composite_routing,CAB-Balanced,full CAB routing configuration,balanced_operational_stress_test_mode,20865,17828,0.1562904385334292,69.81548046968608,81.70854835090869,0.0,0.3018451953031392,1.0,0.0,0.482216576691013,1.0,0.8170854835090868,1.0,0.8993363173329217,0.9085427417545434,0.1562904385334292
inherited_arrhythmia,conservative_composite_routing,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,942,565,0.5997876857749469,0.0,0.0,0.0,1.0,1.0,0.0,0.4002123142250531,1.0,0.0,1.0,,0.5,0.5997876857749469
inherited_arrhythmia,conservative_composite_routing,metadata-only,baseline review/status/submitter metadata only,comparator,942,565,0.5997876857749469,0.0,0.0,0.0,1.0,1.0,0.0,0.4002123142250531,1.0,0.0,1.0,,0.5,0.5997876857749469
inherited_arrhythmia,conservative_composite_routing,gene-only,gene identity only,comparator,942,565,0.2908704883227176,30.89171974522293,51.50442477876106,0.0148619957537154,0.6762208067940552,0.9628647214854112,0.0371352785145888,0.5698587127158555,0.9628647214854112,0.5150442477876106,0.9628647214854112,0.6689655172413793,0.7389544846365108,0.3057324840764331
inherited_arrhythmia,conservative_composite_routing,regime-only,baseline disease-model regime only,comparator,942,565,0.5997876857749469,0.0,0.0,0.0,1.0,1.0,0.0,0.4002123142250531,1.0,0.0,1.0,,0.5,0.5997876857749469
inherited_arrhythmia,conservative_composite_routing,portability-score-only,baseline portability score threshold only,comparator,942,565,0.0212314225053078,57.85562632696391,96.46017699115043,0.0,0.4214437367303609,1.0,0.0,0.9496221662468514,1.0,0.9646017699115044,1.0,0.981981981981982,0.9823008849557522,0.0212314225053078
inherited_arrhythmia,conservative_composite_routing,failure-topology-only,baseline failure/regime topology only,comparator,942,565,0.5997876857749469,0.0,0.0,0.0,1.0,1.0,0.0,0.4002123142250531,1.0,0.0,1.0,,0.5,0.5997876857749469
inherited_arrhythmia,conservative_composite_routing,CAB-Strict,gene + baseline disease-model regime,comparator,942,565,0.2908704883227176,30.89171974522293,51.50442477876106,0.0148619957537154,0.6762208067940552,0.9628647214854112,0.0371352785145888,0.5698587127158555,0.9628647214854112,0.5150442477876106,0.9628647214854112,0.6689655172413793,0.7389544846365108,0.3057324840764331
inherited_arrhythmia,conservative_composite_routing,CAB-Balanced,full CAB routing configuration,balanced_operational_stress_test_mode,942,565,0.0212314225053078,57.85562632696391,96.46017699115043,0.0,0.4214437367303609,1.0,0.0,0.9496221662468514,1.0,0.9646017699115044,1.0,0.981981981981982,0.9823008849557522,0.0212314225053078
