endpoint,policy,workload_fraction,recall,precision,enrichment_over_random
cross_environment_drift,metadata-only priority,0.67,0.7393217706445767,0.1594996090695856,1.103449922957462
cross_environment_drift,metadata-only priority,0.68,0.7657261195961688,0.1627689429373246,1.1260678229355423
cross_environment_drift,metadata-only priority,0.6900000000000001,0.7851410820605746,0.16447047340165935,1.1378393480868099
cross_environment_drift,metadata-only priority,0.7000000000000001,0.7869531452239192,0.1624973273465897,1.12418873241978
cross_environment_drift,metadata-only priority,0.7100000000000001,0.7931659332125292,0.1614756258234519,1.117120398688002
cross_environment_drift,metadata-only priority,0.72,0.7936836655449133,0.15933894605550358,1.102338424367935
cross_environment_drift,metadata-only priority,0.73,0.7998964535335231,0.1583803177857509,1.0957064439099646
cross_environment_drift,metadata-only priority,0.74,0.802743981361636,0.15679830105678313,1.0847617384785218
cross_environment_drift,metadata-only priority,0.75,0.808956769350246,0.15590700458990223,1.0785955727841412
cross_environment_drift,metadata-only priority,0.76,0.8193114159979291,0.1558268918320122,1.0780413368393804
cross_environment_drift,metadata-only priority,0.77,0.8348433859694538,0.15671315418630644,1.0841726755446648
cross_environment_drift,metadata-only priority,0.78,0.8459746311157131,0.15676868463973903,1.0845568462327273
cross_environment_drift,metadata-only priority,0.79,0.862024333419622,0.1577227300715199,1.0911571217088714
cross_environment_drift,metadata-only priority,0.8,0.8822158943826042,0.15940130963517307,1.1027698679782554
cross_environment_drift,metadata-only priority,0.81,0.8899818793683666,0.15881374722838137,1.0987049947394492
cross_environment_drift,metadata-only priority,0.8200000000000001,0.8941237380274398,0.15760894364590464,1.0903699246535856
cross_environment_drift,metadata-only priority,0.8300000000000001,0.8941237380274398,0.15571183842755387,1.0772453745732273
cross_environment_drift,metadata-only priority,0.8400000000000001,0.894641470359824,0.15394209354120267,1.0650019285241112
cross_environment_drift,metadata-only priority,0.85,0.9003365260160497,0.15310120174318792,1.0591844723237633
cross_environment_drift,metadata-only priority,0.86,0.9169039606523427,0.1541072050121824,1.0661442024205474
cross_environment_drift,metadata-only priority,0.87,0.9251876779704893,0.15371381876048343,1.0634226783261507
cross_environment_drift,metadata-only priority,0.88,0.9275174734662179,0.1523513904243558,1.053997128938884
cross_environment_drift,metadata-only priority,0.89,0.9358011907843645,0.15198015639451778,1.051428858307918
cross_environment_drift,metadata-only priority,0.9,0.9363189231167487,0.15037625244252276,1.040332732727523
cross_environment_drift,metadata-only priority,0.91,0.9500388299249288,0.15090460526315788,1.0439879823085412
cross_environment_drift,metadata-only priority,0.92,0.9632410044007248,0.15134013909789726,1.0470010917399184
cross_environment_drift,metadata-only priority,0.93,0.9723013202174475,0.1511164755582378,1.045453743021979
